Place,Name Variant,Diocese,Institution,Office,Column_num,Reference
Nieder-Trebra,Inferior Trebere,Magunt. dioc.,par. eccl.,,339,
Nieder-Wangen,Nider[n]wangen,Const. dioc.,par. eccl.,,234,
Nienburg,"Nienborch, Niendorp",Magdeb. dioc.,eccl. s. Wiperti,prepos.,193,
Nieuweve,Nyewerue,Traiect. dioc.,par. eccl.,,218,
Nieuwe-Zijdskapel,,,,,,Amsterdam
Nigenstat,,,,,,Neustadt
Nigrasilua,,,,,,St. Blasien
Nimbschen,Nemzin,Merseb. dioc.,mon. Cist. ord.,abbat. et conv.,63,
Nimptsch,Nympcz,Wratisl. dioc.,,plebanus,"239, 244",
"Nonsberg, Val di Non",Vallis Ananis,Trident. dioc.,par. eccl. s. Eusebii,,54,
"Nonsberg, Val di Non",Vallis Ananis,Trident. dioc.,par. eccl. b. Marie in Tassulo,,177,
Noorddyk,Nortich,Traiect. dioc.,par. eccl.,,57,
Nordhausen,Northusen.,Magunt. dioc.,eccl. s. Crucis,prepos.,143,
Nordhausen,Northusen.,Magunt. dioc.,eccl. s. Crucis,decan.,"156, 296",
Nordhausen,Northusen.,Magunt. dioc.,eccl. s. Crucis,cantor.,296,
Nordhausen,Northusen.,Magunt. dioc.,eccl. s. Crucis,scholast.,296,
Nordhausen,Northusen.,Magunt. dioc.,eccl. s. Crucis,can.,"156, 296",
Nordhausen,Northusen.,Magunt. dioc.,eccl. s. Crucis,capit.,143,
Nordhausen,Northusen.,Magunt. dioc.,eccl. s. Crucis,vic.,"226, 296",
Nordhausen,Northusen.,Magunt. dioc.,par. eccl. s. Blasii,,296,
Nordhausen,Northusen.,Magunt. dioc.,par. eccl. s. Jacobi e. m.,,296,
Nordhausen,Northusen.,Magunt. dioc.,par. eccl. s. Nicolai,,"21, 296",
Nordhausen,Northusen.,Magunt. dioc.,par. eccl. s. Petri,,296,
Nordhausen,Northusen.,Magunt. dioc.,mon. b. Marie Nouioperis Cist. ord. e. m.,"prep., abbat. et conv.","120, 296, 387",
Nordhausen,Northusen.,Magunt. dioc.,mon. b. Marie Nouioperis Cist. ord. e. m.,vic. in eccl.,226,
Nordhausen,Northusen.,Magunt. dioc.,hosp. paup. s. Martini e. m.,,296,
Nordhausen,Northusen.,Magunt. dioc.,,opid.,"89, 296",
Nördlingen,Nordlingen,August. dioc.,par. eccl. s. Emerami,,387,
Northeim,"Northem., Norten",Magunt. dioc.,par. eccl.,,"295, 350",
Northeim,"Northem., Norten",Magunt. dioc.,capel. s. Ciriaci,,"174, 231",
Northeim,"Northem., Norten",Magunt. dioc.,mon. s. Blasii o. s. B.,,"295, 350",
Nörthen,Northunen.,Magunt. dioc.,eccl.,prepos.,178,
Nörthen,Northunen.,Magunt. dioc.,eccl.,decan.,67,
Nörthen,Northunen.,Magunt. dioc.,eccl.,capit.,67,
Nortich,,,,,,Noorddyk
Norwegen,Norwegia,,,regnum,"21, 267",
Noua Berlin,,,,,,Berlinichen
Nouacella,,,,,,Neustift
Nouacuiitas,,,,,,Neustadt
Noualandesbergh,,,,,,Landsberg
Nouatera,,,,,,Bislich
Noua Treptow,,,,,,Treptow
Nouauilla,,,,,,Neuenstadt
Nouillaren.,,,,,,Neuweiler
Nouimagen.,,,,,,Neumagen
Nouiomen.,,,,,,Noyon
Nouumbrandeborgh,,,,,,Neubrandenburg
Nouumcastrum,,,,,,Neuenburg
Nouumstargard,,,,,,Stargard
Noyon,Nouiomen.,,,ep.,"85, 322, 323",
Nuemburg.,,,,,,"Naumburg, Neuburg"
Nuendorf,,,,,,Neuendorf
Nuhusen,,,,,,Worms
Nunkirchen,,,,,,Neunkirchen
Nunnenberd,,,,,,Fraunchiemsee
Nürnberg,"Nurembergh, Nurembergen.",Bamberg. dioc.,capel. novi hosp. paup.,,"159, 297",
Nürnberg,"Nurembergh, Nurembergen.",Bamberg. dioc.,,burgravi,"12, 111, 121, 230, 267",
Nürnberg,"Nurembergh, Nurembergen.",Bamberg. dioc.,,opid.,"167, 184, 211",
Nürnberg,"Nurembergh, Nurembergen.",Bamberg. dioc.,,laici,37,
Nussien,,,,,,Neuss
Nuwekirche,,,,,,Ottenheim
Nydenburg,,,,,,Passau
Nyenkerken,,,,,,Neukirchen
Nyewerue,,,,,,Nienwerve
Nygenstad,,,,,,Neustadt
Nykirke,Nyenkerke,Traiect. dioc.,par. eccl.,,390,
Nympcz,,,,,,Nimptsch
Nyssa,,,,,,Neisse
Oberaltaich,Altach superior,Ratisp. dioc.,mon. o. s. B.,abb. et conv.,284,
Oberberge,Superior Berge,Minden. dioc.,par. eccl.,,342,
Oberburg,Obernburg,Const. dioc.,par. eccl.,,357,
Ober-Ingelheim,Ingelheim superior,Magunt. dioc.,par. eccl.,,317,
Ober-Ingelheim,Ingelheim superior,Magunt. dioc.,,scultetus,188,
Oberlahnstein,Superiorlanstein,Trev. dioc.,par. eccl.,,250,
Obernberg,Obernperg,Patav. dioc.,par. eccl.,,"261, 262",
Obernburg,Obremburg,Aquil. dioc.,mon. o. s. B.,,23,
Obernburg,Obremburg,Aquil. dioc.,mon. o. s. B.,abb.,"24, 125, 170, 321",
Obernburg,Obremburg,Aquil. dioc.,mon. o. s. B.,conv.,170,
Obernburg,,Magunt. dioc.,par. eccl.,,114,
Obernburg,,,,,,Oberburg
Oberndorf,Oberendorff,Eystet. dioc.,par. eccl.,,230,
Oberwesel,Wesalien.,Trev. dioc.,eccl.,thesaurar.,234,
Oberwinterthur,Ouerwinterthure,Const. dioc.,par. eccl.,,326,
Obing,Obingin,Salzb. dioc.,par. eccl.,,111,
Ochtersum,Ochtersun,Bremen. dioc.,par. eccl.,,136,
Odenrode,Roden.,Leod. dioc.,eccl. s. Ode,decan.,7,
Odense,Ottonien.,,,armig. et mil.,337,
Odenstarp,,,,,,Oestorf
Oels,"Olsnic., Olsna",Wratisl. dioc.,par. eccl.,,"127, 256, 284",
Oels,"Olsnic., Olsna",Wratisl. dioc.,capel. castri,,81,
Oels,"Olsnic., Olsna",Wratisl. dioc.,,dux,81,
Oels,"Olsnic., Olsna",Wratisl. dioc.,,ducissa,81,
Oestbrock,,,,,,Utrecht
Oestorf,? Odenstarp,Padeb. dioc.,par. eccl.,,221,
Oestworne,,,,,,Oostvoorne
Ohalming,,,,,,Aholming
Öhringen,Oringew,Herbipol. dioc.,eccl. b. Marie,prepos.,126,
Öhringen,Oringew,Herbipol. dioc.,eccl. s. Petri,prepos.,218,
Oldenbrok,Oldenbrüke,Bremen. dioc.,par. eccl.,,216,
Oldenzaal,"Aldensalen, Aldenzalen",Traiect. dioc.,eccl. s. Plechelini,prepos.,105,
Oldenzaal,"Aldensalen, Aldenzalen",Traiect. dioc.,eccl. s. Plechelini,can.,"224, 267",
Oldenzaal,"Aldensalen, Aldenzalen",Traiect. dioc.,eccl. s. Plechelini,capit.,105,
Oldisleben,Oldesleiben,Magunt. dioc.,mon. o. s. B.,abb. et conv.,157,
Oldisleben,Oldesleiben,Magunt. dioc.,mon. o. s. B.,monach.,67,
Öllingen,? Olexen.,Magunt. dioc.,capel.,,"100, 131",
Olmütz,Olomucen.,,,ep.,"50, 218, 358",
Olmütz,Olomucen.,,eccl.,prepos.,"329, 366",
Olmütz,Olomucen.,,eccl.,custod.,50,
Olmütz,Olomucen.,,eccl.,can.,"17, 20, 99, 133, 142, 183, 251, 286, 329, 364, 365, 366",
Olmütz,Olomucen.,,eccl.,capit.,"258, 358",
Olmütz,Olomucen.,,,cler.,"123, 365",
Olmütz,Olomucen.,,,dioc.,131,
Olnstorff,Ornstorff,Patav. dioc.,par. eccl.,,121,
Ölsburg,Olsborg,Hildesem. dioc.,eccl. s. Cecilie,vic.,220,
"Olsna, Olsnicen.",,,,,,Oels
Ölsnitz,Olsnicz,Nuemb. dioc.,,castrum,13,
St. Omer,de Sanctoaudomaro,Morin. dioc.,eccl. s. Audomari,can.,"127, 128",
Omniumsanctorum,,,,,,Allerheiligen
"Omsberg, Onsperg",,,,,,Ansperg
Onelspacen.,,,,,,Ansbach
Oostbroek,,,,,,Utrecht
Oostvoorne,Oestworne,Traiect. dioc.,par. eccl.,,213,
Oppeln,Opolien.,Wratisl. dioc.,eccl. s. Crucis,decan.,"239, 240, 244",
Oppeln,Opolien.,Wratisl. dioc.,eccl. s. Crucis,can.,"41, 50, 125",
Oppeln,Opolien.,Wratisl. dioc.,eccl. s. Crucis,vic.,397,
Oppeln,Opolien.,Wratisl. dioc.,,alt. in antiquo castro,290,
Oppeln,Opolien.,Wratisl. dioc.,,dux,"69, 164",
Oppeln,Opolien.,Wratisl. dioc.,,opid.,286,
Oppenheim,Oppenheym,Magunt. dioc.,capel. s. Antonii,,308,
Oppenheim,Oppenheym,Magunt. dioc.,,capitaneus,188,
Oringew,,,,,,Öhringen
Ornstorff,,,,,,Olnstorff
Oron,,Meten. dioc.,par. eccl.,,219,
Orten,,Leod. dioc.,par. eccl.,,347,
Ortenberg,,Argent. dioc.,,civit. et castrum,81,
Ortenberg,,Magunt. dioc.,par. eccl.,,315,
Ortenberg,,Salzb. dioc.,,comes,"12, 359",
Ösel,Osil.,,eccl.,can.,349,
Ösel,Osil.,,,dioc.,350,
Osnabrück,Osnaburgen.,,,ep. (el.),"14, 55, 104, 146, 157, 220, 259, 299",
Osnabrück,Osnaburgen.,,,administrator,299,
Osnabrück,Osnaburgen.,,eccl.,prepos.,248,
Osnabrück,Osnaburgen.,,eccl.,decan.,"146, 214, 264",
Osnabrück,Osnaburgen.,,eccl.,can.,"103, 242, 248",
Osnabrück,Osnaburgen.,,eccl.,capit.,"55, 104, 146, 157, 220, 259, 264",
Osnabrück,Osnaburgen.,,eccl.,alt.,146,
Osnabrück,Osnaburgen.,,eccl. s. Johannis,prepos.,"220, 258",
Osnabrück,Osnaburgen.,,eccl. s. Johannis,dign.,214,
Osnabrück,Osnaburgen.,,eccl. s. Johannis,can.,"55, 214, 248, 299",
Osnabrück,Osnaburgen.,,eccl. s. Johannis,capit.,"220, 258",
Osnabrück,Osnaburgen.,,eccl. s. Johannis,vic.,"55, 104, 217, 264",
Osnabrück,Osnaburgen.,,capel. s. Jacobi,,55,
Osnabrück,Osnaburgen.,,capel. s. Nicolai,,389,
Osnabrück,Osnaburgen.,,capel. s. Pauli,,202,
Osnabrück,Osnaburgen.,,capel. 1100 Virginum e. m.,,157,
Osnabrück,Osnaburgen.,,,presb.,"157, 253",
Osnabrück,Osnaburgen.,,,cler.,"17, 106, 156, 157, 213, 244, 258, 264, 270, 309, 367, 388",
Osnabrück,Osnaburgen.,,,collector,135,
Osnabrück,Osnaburgen.,,,laici,299,
Osterhofen,Osterhouen,Patav. dioc.,mon. s. Margarete Prem. ord.,abb.,191,
Österreich,Austria,,,dux,"13, 14, 22, 32, 40, 59, 99, 116, 153, 160, 219, 242, 245, 280, 328, 331, 389",
Österreich,Austria,,,ducissa,"99, 116",
Osthausen,Osthusen,Magunt. dioc.,par. eccl.,,40,
Ostheim,,Magunt. dioc.,par. eccl.,,"148, 397",
Ostia,Ostien.,,,ep.,"10, 97, 117, 119",
Ostia,Ostien.,,,civit.,270,
"Othmincow, Othmuchouien., Othomochaw",,,,,,Ottmachau
Ottenbach,Ottembach,Const. dioc.,par. eccl.,,291,
Ottenheim,Ottenheim al. Nuwekirche,Argent. dioc.,par. eccl. s. Nicolai,,250,
Ottersdorf,Attersdorf,Argent. dioc.,capel. resp. par. eccl.,,"64, 333",
Ottersdorf,Attersdorf,Argent. dioc.,,villa,"64, 333",
Ottmachau,"Othmuchowien., Othmuchowo, Othmincow, Othomochaw",Wratisl. dioc.,eccl. s. Nicolai,prepos.,50,
Ottmachau,"Othmuchowien., Othmuchowo, Othmincow, Othomochaw",Wratisl. dioc.,eccl. s. Nicolai,can.,"240, 284, 295, 344, 357",
Ottmachau,"Othmuchowien., Othmuchowo, Othmincow, Othomochaw",Wratisl. dioc.,eccl. s. Nicolai,alt.,58,
Ottmachau,"Othmuchowien., Othmuchowo, Othmincow, Othomochaw",Wratisl. dioc.,capel. b. Marie Virg. e. m.,,113,
Ottonien.,,,,,,Odense
Oudeghiessen,,,,,,Giessen-Oudkerk
Oudenburg,,Tornac. dioc.,mon. o. s. B.,abb. et conv.,311,
Ouderkerk,Ouderkerke,Traiect. dioc.,,personatus,"157, 355",
Ouderschiede,,,,,,Overschie
Ouderulissinghen,,,,,,Vlissingen
"Oudwika, Oudwijk",,,,,,Utrecht
Oue,,,,,,Aue
"Ousdorff, Oustorff",,,,,,Audorf
Overschie,Ouderschiede,Traiect. dioc.,par. eccl.,,24,
Ouerwinterthure,,,,,,Oberwinterthur
Ow,,,,,,Au
Owingen,Owinghen,Const. dioc.,capel. s. Nicolai,,95,
Oyas,Oys,Wratisl. dioc.,par. eccl.,,263,
Oytin,,,,,,Eutin
Paderborn,Padebornen.,,,el.,"145, 221, 240, 348, 370",
Paderborn,Padebornen.,,,administrator,348,
Paderborn,Padebornen.,,eccl.,prepos.,"269, 363",
Paderborn,Padebornen.,,eccl.,decan.,"118, 119",
Paderborn,Padebornen.,,eccl.,cantor.,"269, 363",
Paderborn,Padebornen.,,eccl.,can.,"15, 119, 178, 269, 363",
Paderborn,Padebornen.,,eccl.,capit.,363,
Paderborn,Padebornen.,,eccl.,vic.,"44, 70, 104, 217, 390",
Paderborn,Padebornen.,,eccl.,capel.,332,
Paderborn,Padebornen.,,eccl. ss. Petri et Andree,can.,"24, 44, 70, 119",
Paderborn,Padebornen.,,eccl. ss. Petri et Andree,vic.,174,
Paderborn,Padebornen.,,mon. ss. Petri et Pauli o. s. B.,abb.,"24, 145",
Paderborn,Padebornen.,,,cler.,"148, 165, 166, 178, 205",
Paderborn,Padebornen.,,,subcollect.,220,
Paderborn,Padebornen.,,,mil.,164,
Padua,,,mon.,,172,
Padua,,,studium,,"304, 311",
Padua,,,,presb.,233,
Palestrina,Prenestin.,,,ep.,113,
Paltental,Gallepaltental,Salzb. dioc.,par. eccl. s. Laurentii,,353,
Parchentin,,,,,,Parkentin
Parchim,"Parcham, Perchim",Zwerin. dioc.,par. eccl. s. Georgii,,226,
Parchim,"Parcham, Perchim",Zwerin. dioc.,par. eccl. s. Marie Virg.,,"172, 226, 236",
Parchim,"Parcham, Perchim",Zwerin. dioc.,,archidiacon.,226,
Parey,"Parreya, Perreya",Meten. dioc.,par. eccl.,,342,
Paris,Parisien.,,par. eccl. s. Germanieteris,,102,
Paris,Parisien.,,studium,,"60, 102, 161, 236, 255, 256, 268, 311, 314, 336",
Parkentin,Parchentin,Zwerin dioc.,par. eccl.,,91,
Parleberghe,,,,,,Perleberg
Parreya,,,,,,Parey
Passau,Patauien.,,,ep.,"8, 13, 15, 17, 25, 45, 50, 62, 66, 90, 122, 124, 151, 164, 213, 245, 259, 291, 300, 316, 331, 352, 359, 364, 388, 398",
Passau,Patauien.,,,curia episc.,304,
Passau,Patauien.,,eccl.,prepos.,"88, 146, 153, 300, 302, 366",
Passau,Patauien.,,eccl.,decan.,"88, 205, 210, 223, 303, 364",
Passau,Patauien.,,eccl.,can.,"15, 19, 20, 62, 88, 97, 118, 122, 124, 152, 153, 164, 214, 261, 262, 303, 359, 360, 364, 365, 366, 389",
Passau,Patauien.,,eccl.,capit.,"8, 24, 66, 164, 302, 303, 316, 352, 364",
Passau,Patauien.,,,alt.,291,
Passau,Patauien.,,eccl. b. Marie in Nydenburg,benef.,278,
Passau,Patauien.,,eccl. ss. Petri et Andreæ,prep. et capit.,302,
Passau,Patauien.,,eccl. s. Nicolai o. s. A. e. m.,prep. et conv.,213,
Passau,Patauien.,,par. eccl. s. Egidii ultra pontem Eni cum dom. leprosorum,,302,
Passau,Patauien.,,par. eccl. ad s. Vitum,,50,
Passau,Patauien.,,capel. s. Spiritus,,123,
Passau,Patauien.,,,presb.,"75, 90, 118, 200, 254, 260, 292, 316, 320, 353, 358, 359, 364, 385",
Passau,Patauien.,,,cler.,"62, 67, 123, 164, 229, 244, 245, 259, 278, 290, 316, 320, 326, 331, 352, 359, 375, 397, 398",
Passau,Patauien.,,,scolar.,138,
Passau,Patauien.,,,dioc.,124,
Passau,Patauien.,,,armig.,"334, 339",
Passau,Patauien.,,,mil.,"110, 202, 228, 262, 304",
Passau,Patauien.,,,baron.,150,
Passau,Patauien.,,,domic.,304,
Passau,Patauien.,,,opid.,"304, 340",
Passau,Patauien.,,,laici,"75, 103, 262, 353",
Passau,Patauien.,,,civit.,304,
Patschau,"Patzkow, Potzkow",Wratisl. dioc.,par. eccl.,,"113, 286",
Pattensen,,Minden. dioc.,par. eccl.,,346,
Pattensen,,Minden. dioc.,,archidiacon.,346,
Pavia,Pavien.,,eccl.,can.,76,
Pawlowice,Pawlowicze,Poznan. dioc.,par. eccl.,,338,
Pawlowo,Paulowo,Gnezn. dioc.,par. eccl.,,338,
Pegau,Pegauia,Merseb. dioc.,par. eccl.,,386,
Pegelow,Peghelow,Camin. dioc.,par. eccl.,,144,
Peilenstein,Peylenstayn,Aquil. dioc.,par. eccl.,,"24, 125",
Peine,Peyne,Hildesem. dioc.,par. eccl.,,264,
"Peisern, Pyzdry",Piseri,Poznan. dioc.,capel. s. Crucis e. m.,,293,
Pels,,Salzb. dioc.,par. eccl.,,78,
"Perchen, Perheim",,,,,,Bergheim
Perchim.,,,,,,Parchim
Perdingesleibin,,,,,,Pferdingsleben
Pereya,,,,,,Parey
Periber,,,,,,Piber
Perlach,,Frising. dioc.,par. eccl. s. Michaelis,,323,
Perleberg,Parleberge,Havelb. dioc.,par. eccl.,,"118, 142",
Pertersgaden,,,,,,Berchtesgaden
Perugia,Perusin.,,,domic.,21,
Pesznig,,,,,,Pössneck
Petersberg,Mons sancti Petri,Frising. dioc.,eccl. s. Petri,prepos.,15,
Petershausen,,,,,,Konstanz
S. Petri,,,,,,S. Pietro
Peuerbach,Pewrbach,Patav. dioc.,par. eccl.,,"290, 316",
Peylenstayn,,,,,,Peilenstein
Peyne,,,,,,Peine
Peyerreut,,,,,,Bayreuth
Pfaffenhofen,Phaffenhouen,August. dioc.,par. eccl.,,"26, 293",
Pfaffenschlag,Phaffenslag,Patav. dioc.,capel. s. Wolfgangi,,320,
Pfaffing,Weglastorf al. Pfaffing,Patav. dioc.,par. eccl.,,339,
Pfäffing,Pheffing,Patav. dioc.,par. eccl.,,151,
Pfaffmünster,Monasteriumclericorum,Ratisp. dioc.,eccl. s. Tiburtii,prep. et capit.,234,
Pfaffmünster,Monasteriumclericorum,Ratisp. dioc.,eccl. s. Tiburtii,can.,"40, 110",
Pfarrkirchen,Pharkirchen,Patav. dioc.,par. eccl.,,"94, 128",
Pfeffingen,,Basil. dioc.,par. eccl.,,252,
Pferdingsleben,Perdingesleibin,Ma-gunt. dioc.,par. eccl.,,135,
Pfin,Phin,Const. dioc.,par. eccl.,,233,
Pforta,Porta,Nuemb. dioc.,mon. Cist. ord.,abb.,"81, 281",
Pforta,Porta,Nuemb. dioc.,mon. Cist. ord.,conv.,281,
Phaffenhouen,,,,,,Pfaffenhofen
Phaffenslag,,,,,,Pfaffenschlag
Pharkirchen,,,,,,Pfarrkirchen
Pheffing,,,,,,Pfäffing
Phiiin,,,,,,Pfin
Piacenza,Placentin.,,,ep.,"69, 78, 114, 272, 340",
Piacenza,Placentin.,,hosp. paup.,,78,
Piber,"Periber, Pyber",Seccov. dioc.,par. eccl. s. Andree,,"152, 215, 258, 389",
S. Pietro,s. Petri ultra Ysontium (Isonzo),Aquil. dioc.,par. eccl.,,278,
Pingwen.,,,,,,Bingen
Pinka,Pincha,Salzb. dioc.,,flumen,324,
Pinkau,"Pucinaw, Pucinen.",Salzb. dioc.,par. eccl.,,"323, 324",
Pinkau,"Pucinaw, Pucinen.",Salzb. dioc.,,silva,324,
Piotrkow,Piotrkowia,Gnezn. dioc.,,plebanus,309,
Pirimons,,,,,,Pyhrn
Pisa,,,,concilium,"8, 16, 29, 39, 105, 171, 191, 239, 308, 336",
Pisa,,,,doctor,62,
Pisa,,,,civit.,141,
Piseri,,,,,,Peisern
Pistoja,Pistorien.,,eccl.,archidiacon.,63,
Pistoja,Pistorien.,,,dioc.,336,
Pistoja,Pistorien.,,,opid.,321,
Pitschen,Pitzcin,Wratisl. dioc.,par. eccl.,,113,
Pitschen,Pitzcin,Wratisl. dioc.,capel. s. Hedwigis,,113,
Placentin.,,,,,,Piacenza
Plaga,,,,,,Schlägl
Plass,Plas,Prag. dioc.,par. eccl. mon. Cist. ord.,,117,
Plassenburg,Plassenborg,Bamberg. dioc.,capel. in castrum,,103,
Platting,Pladling[en],Ratisp. dioc.,par. eccl.,,"110, 210",
Pittersdorf,"Blidersdorff, Blittersdorf",Argent. dioc.,,villa,"64, 333",
Plock,Plocen.,,,ep.,133,
Plock,Plocen.,,eccl.,dign.,338,
Plock,Plocen.,,eccl.,can.,"69, 232, 338",
Plock,Plocen.,,mon. b. Marie Magdalene Prem. ord.,prepos.,"5, 24",
Plock,Plocen.,,,presb.,102,
Plock,Plocen.,,,cler.,"5, 46, 244",
Plock,Plocen.,,,dioc.,338,
Plön,Ploen,Lubic. dioc.,,opid.,266,
Poditz,Bodicz,Aquil. dioc.,par. eccl. b. Margarete,,170,
Poel,Pole,Lubic. dioc.,par. eccl.,,154,
Polen,Polonia,,,rex,"5, 17, 46, 49, 69, 102, 133, 244, 272, 285, 289, 314, 332, 338, 357, 369",
Polen,Polonia,,,regina,288,
Polen,Polonia,,,regnum,"17, 21, 22, 51, 63, 67, 82, 261, 266, 277, 285, 386, 399",
Polling,Polngen,August. dioc.,mon. o. s. A.,prepos.,303,
Pomesanien,Pomezaniën.,,,ep. (el.),"19, 60, 270, 277, 293",
Pomesanien,Pomezaniën.,,eccl.,dign.,338,
Pomesanien,Pomezaniën.,,eccl.,can.,"19, 284, 338",
Pomesanien,Pomezaniën.,,eccl.,capit.,"19, 60, 277, 293",
Pomesanien,Pomezaniën.,,,cler.,"63, 293",
Pomesanien,Pomezaniën.,,,mil.,293,
Pommern,Pomerania,,,dux,"8, 9",
Ponigl,Ponikel,Aquil. dioc.,par. eccl. s. Martini,,"170, 321",
Pont-à-Mousson,Ponsmontionis al. Leodien.,Meten. dioc.,dom. s. Antonii o. s. A.,preceptor.,"60, 321",
Porrentruy (Ponrramtin),,,,,,Miserach
Porta,,,,,,Pforta
Portaceli,,,,,,Himmelsforte
Porto,Portuen.,,,ep.,"56, 108, 169, 184, 351",
Posen,Poznaniën.,,,ep. (el.),"39, 43, 49, 102, 103, 133, 198, 243, 249, 273, 288, 294, 307, 314, 338, 341, 366, 396, 398",
Posen,Poznaniën.,,,vic. episc.,"43, 249",
Posen,Poznaniën.,,,mensa episc.,"37, 49, 199",
Posen,Poznaniën.,,eccl.,prepos.,"43, 321, 341",
Posen,Poznaniën.,,eccl.,decan.,308,
Posen,Poznaniën.,,eccl.,cantor.,"43, 341",
Posen,Poznaniën.,,eccl.,can.,"39, 43, 49, 198, 222, 249, 282, 283, 294, 303, 307, 308, 309, 314, 333, 338, 397, 398",
Posen,Poznaniën.,,eccl.,capit.,"49, 199, 294, 321, 396",
Posen,Poznaniën.,,eccl.,vic.,"282, 283",
Posen,Poznaniën.,,eccl.,alt.,"243, 309, 341",
Posen,Poznaniën.,,par. eccl. s. Marie Magdalene,,282,
Posen,Poznaniën.,,,presb.,"69, 114",
Posen,Poznaniën.,,,cler.,63,
Posen,Poznaniën.,,,subcollect.,283,
Posen,Poznaniën.,,,scolar.,304,
Posen,Poznaniën.,,,mil.,332,
Posen,Poznaniën.,,,domic.,375,
Posen,Poznaniën.,,,com. palat.,332,
Posow,,,,,,Bosau
Pössneck,Pesznig,Magunt. dioc.,par. eccl.,,334,
Potzkow,,,,,,Patschkau
Pourramtrum,,,,,,Miserach
Poznan.,,,,,,Posen
Prag,,,,aep.,"41, 98, 218, 353, 364",
Prag,,,eccl.,prepos.,17,
Prag,,,eccl.,custod.,20,
Prag,,,eccl.,archidiacon.,284,
Prag,,,eccl.,dign.,"20, 308",
Prag,,,eccl.,can.,"20, 41, 48, 49, 98, 142, 247, 308",
Prag,,,eccl.,capit.,"41, 218, 353",
Prag,,,eccl.,alt.,"240, 352",
Prag,,,eccl. s. Appollinaris,can.,251,
Prag,,,eccl. Omniumsanctorum in castro,decan.,334,
Prag,,,capel. s. Mauritii in castro,,20,
Prag,,,mon. s. Georgii o. s. B. in castro,benef.,58,
Prag,,,mon. Strahouien. e. m.,abb.,9,
Prag,,,studium,,"58, 164, 334, 375, 385",
Prag,,,,presb.,"49, 190, 294, 313",
Prag,,,,cler.,286,
Prag,,,,provincia,"223, 365",
Prag,,,,dioc.,"17, 20, 99, 218",
Prag,,,,legatus,306,
Prag,,,,nuntius,364,
Prag,,,,armig.,385,
Prag,,,,mil.,149,
Prag,,,,baron.,30,
Pramberg,,,,,,Bramberg
Praunheim,Prumheym,Magunt. dioc.,par. eccl.,,203,
Preetz,Pretz,Lubic. dioc.,mon. o. s. B.,monial.,177,
Premontré,Premonstraten.,Laudun. dioc.,mon. Prem. ord.,abb.,76,
Prenestin.,,,,,,Palestrina
Prenzlau,Prem sloen.,Camin. dioc.,par. eccl.,,361,
Pretz,,,,,,Preetz
Preussen,Prusia,,,,"51, 63, 67, 70, 266, 272, 285, 322, 367, 369",
Prien,,Chiem. dioc.,par. eccl.,,160,
Prigantina silua,,,,,,Schwarzenberg
Priment,Przemanth,Poznan. dioc.,par. eccl. s. Andree,,357,
Priment,Przemanth,Poznan. dioc.,,civit.,357,
Prugk,,,,,,Bruck
Prüll,Pruel,Ratisp. dioc.,mon. s. Viti o. s. B.,abb.,125,
Prüm,Prumien.,Trev. dioc.,mon. o. s. B.,abb.,346,
Prumheim,,,,,,Praunheim
Pruntrut,,,,,,Miseras
Prusia,,,,,,Preussen
Przemanth,,,,,,Priment
Puchel,,,,,,Büchel
Puch,,,,,,Buch
Puchkirchen,,,,,,Buchkirchen
Pucinaw,,,,,,Pinkau
Purgstall,,,,,,Burgstall
Pusendorff,,,,,,Busendorf
Putten,,Traiect. dioc.,par. eccl.,,390,
Pyber,,,,,,Piber
Pyhrn,Pirmons,Patav. dioc.,par. eccl. s. Marie hospit.,,264,
Pyzdry,,,,,,Peisern
Quakenbrück,Quakenbrugghe,Osnab. dioc.,eccl.,vic.,64,
Quedlinburg,"Quedeleborghe, Quedelingborch",Halberst. dioc.,eccl. secul. s. Seruacii,abbat. et capit.,322,
Quedlinburg,"Quedeleborghe, Quedelingborch",Halberst. dioc.,eccl. secul. s. Seruacii,vic.,282,
Queron.,,,,,,Curland
Quinqueeclesien.,,,,,,Fünfkirchen
Raab,Rab,Patav. dioc.,par. eccl.,,97,
Raab,Rab,Salzb. dioc.,par. eccl. s. Ruperti,,146,
Raczach,,,,,,St. Ägyden b. Steinbrück
Rade,,Colon. dioc.,capel.,,241,
Radomierz,Magna Radomirz,Poznan. dioc.,,villa,357,
Radomsk,Radomske,Gnezn. dioc.,,civit.,358,
Raede,? Sgrauenraade,Traiect. dioc.,par. eccl.,,26,
Rambach,Vfderambach,Magunt. dioc.,capel. s. Alexii,,68,
Ramelsoh,Ramesloen.,Bremen. dioc.,eccl.,prep. et capit.,"322, 323",
Ramelsoh,Ramesloen.,Bremen. dioc.,eccl.,can.,236,
Ramelsoh,Ramesloen.,Bremen. dioc.,eccl.,alt.,286,
Ramersdorf,Ramelstorff,Frising. dioc.,,filial. eccl. b. Marie Virg.,323,
Ramsau,Romsow,Frising. dioc.,dom. ord. Herem.,,125,
Randena,,,,,,S. Vigilio
Rangleibin,,,,,,Ringleben
Ransdorp,Randorp,Traiect. dioc.,par. eccl.,,347,
Rassacen.,,,,,,Rosazzo
Ratibor,,Wratisl. dioc.,par. eccl.,,191,
Ratibor,,Wratisl. dioc.,,dux,191,
